departure_point,arrival_point,measurement_value
P88,P223,9.627974885783038
P139,P520,1.5310520981075113
P184,P466,8.192546488785354
P49,P327,9.862131082590055
P16,P625,8.631221659228869
P314,P210,7.492923330914895
P457,P145,6.788856545587573
P134,P580,4.201359446929965
P29,P205,5.299313653063207
P630,P237,8.184481403680053
P490,P7,1.519604814852852
P406,P96,2.6073097861410592
P341,P461,1.9741528173974874
P19,P593,4.484152309469392
P498,P330,8.877791152179226
P276,P522,10.060411454650229
P41,P594,6.753280577321843
P210,P92,9.06697443534388
P15,P163,9.236459913242133
P511,P456,4.357745588627878
P555,P252,7.234677124096613
P354,P409,9.568136229780604
P373,P430,2.3119856154966145
P391,P517,3.8215799636452603
P183,P441,6.936792140483485
P161,P328,3.396340999305974
P294,P300,2.929979478150804
P375,P146,6.173764762141386
P27,P121,4.008961085630405
P10,P207,6.507387469876158
P370,P350,3.88786383538569
P553,P201,5.181028524588856
P142,P180,8.893796151097249
P619,P318,6.680899165400912
P597,P515,7.340384462647603
P569,P4,6.515683235091085
P141,P474,5.18502923439264
P296,P134,5.004523326262668
P7,P230,1.375359929896179
P465,P37,10.03645813001295
P624,P426,4.113943054525844
P189,P471,7.497957998337878
P39,P241,9.425727873915081
P512,P415,9.799122155283543
P258,P526,1.085546861192283
P238,P458,6.8139355690300185
P261,P584,8.301240339909821
P515,P27,7.050364508355979
P1,P30,4.8106867611198645
P546,P214,6.657011100204305
P622,P106,4.94567690321147
P6,P397,9.840139611157886
P381,P310,4.730676056146523
P49,P383,4.854301686470169
P388,P93,7.934585983027352
P379,P565,4.4598997161147595
P401,P78,7.344436387163293
P433,P451,5.91834615138423
P311,P298,7.044721486633221
P367,P3,8.136318756193543
P384,P468,3.809376686751965
P543,P370,10.438002207408005
P617,P397,5.679675767245392
P282,P361,4.069159426194376
P41,P83,3.5727197560320967
P346,P425,8.791776748246846
P22,P427,6.919970182219663
P628,P129,6.805676844874276
P244,P161,9.061955391827025
P204,P233,7.655115629848271
P498,P103,1.7742067123241827
P531,P525,9.430725739332996
P403,P286,6.828982067814714
P562,P510,6.520294842796036
P440,P91,3.9570082257898203
P430,P499,3.1612683881034895
P537,P202,6.778919755889357
P66,P130,3.895276419995461
P394,P172,5.672985101185117
P485,P307,7.48686952315834
P185,P351,1.679114156536222
P24,P211,7.975771876748732
P439,P298,7.943108346812765
P466,P107,2.332621895729457
P469,P242,6.72508817544138
P302,P153,7.864068170598636
P584,P573,8.176595425648253
P602,P583,7.2169169090846905
P371,P108,3.0562786697702533
P17,P90,6.079553144707856
P554,P387,5.407131993926021
P243,P529,1.6187783926580093
P455,P345,6.056615026190424
P600,P433,2.6507072934395506
P451,P351,4.892914619844015
P108,P299,1.987724282541899
P429,P105,7.402563078415285
P415,P296,2.1795481123433587
P262,P533,4.869162754907325
P55,P224,6.469882010243259
P316,P379,2.7457972290068384
P469,P488,8.724582393167715
P115,P124,9.676275251535555
P417,P286,9.081751401655392
P214,P615,10.179241017871759
P323,P528,4.258613740506773
P470,P198,6.385645381567336
P136,P326,7.994657874048858
P26,P326,6.643858878818373
P192,P362,4.4570267987400465
P122,P384,2.1067942101828576
P461,P245,4.806718227817643
P623,P613,3.6567975945488174
P634,P315,6.089618047001933
P595,P440,5.160171747147974
P51,P274,7.416883242879902
P402,P493,6.1243100785121625
P419,P156,5.838344408814313
P520,P585,1.9674805582723558
P96,P19,2.5812848242323483
P196,P606,6.8738393414078605
P503,P299,2.483907370975504
P404,P19,5.681577921419936
P550,P231,9.308809615169167
P427,P180,6.34738542213444
P64,P152,5.008141029580799
P477,P263,5.643605508307177
P626,P136,3.035728426742767
P616,P293,5.5370264574393016
P71,P633,3.1165015701428698
P149,P4,11.002229216629443
P400,P348,6.41637196734361
P503,P385,6.115036510747283
P59,P606,8.071714761979504
P606,P335,6.295541897191659
P209,P235,5.481022930047713
P412,P554,2.669856619543277
P146,P372,4.815050327845246
P262,P554,5.421587710416735
P520,P144,9.084565928180146
P397,P230,6.3911224942901494
P523,P394,1.5776670686729397
P201,P293,6.106023304941468
P421,P517,2.432359135171483
P359,P370,2.6439308697992243
P516,P438,7.145163215152768
P327,P18,6.19610416936067
P118,P338,7.080631079235357
P619,P131,8.991742967029817
P469,P374,7.02998928205563
P594,P370,7.1607980368426025
P564,P478,9.768863018690546
P374,P233,6.502973882203368
P140,P96,4.772969205741991
P188,P105,4.646856203473313
P593,P374,6.4130202060533446
P183,P519,1.441191878764954
P195,P72,8.399517693552097
P569,P567,7.259550213824707
P253,P63,6.286375390874957
P211,P225,6.952025153398258
P572,P514,3.907558862748696
P98,P432,4.605184598344539
P215,P101,3.497936406146826
P188,P431,1.6206442776602215
P256,P388,9.433735510317172
P205,P165,4.277090891040775
P626,P145,5.500927469575263
P529,P607,4.206058521724778
P602,P502,4.382586366567135
P27,P415,6.8880373033269136
P602,P124,6.938727638768519
P151,P264,2.9972184019931136
P251,P612,4.485022487407173
P332,P148,5.916802380694569
P385,P279,6.459333643642518
P273,P523,7.089385103237859
P422,P106,6.520650075697586
P596,P278,9.655677599999962
P208,P237,3.954213340511874
P588,P521,10.105606646158797
P113,P581,7.759139986273323
P491,P23,7.335830132005225
P615,P166,10.648814444868199
P313,P596,10.391926460035009
P27,P104,2.636272578699022
P66,P318,5.048954279797123
P158,P124,4.398215604666401
P614,P586,1.9359930205631382
P532,P194,5.984177647888279
P585,P251,6.9058941451298645
P475,P271,7.684343567615686
P634,P501,8.515205079259244
P131,P208,4.763482445110007
P242,P100,4.789376908498633
P222,P482,1.7584186038572482
P200,P197,4.05220741807587
P146,P338,8.201322496993917
P249,P351,7.333225278343105
P560,P340,4.615492825523162
P235,P309,6.717808158412156
P560,P113,2.2985761550283357
P220,P191,5.6964540775085375
P344,P428,8.019167171593468
P80,P200,4.66461521147294
P84,P387,7.396420347942609
P84,P488,6.3941256420295
P254,P623,5.862234218792884
P158,P534,6.669219795618322
P264,P55,6.322653909521878
P261,P331,7.911773102998734
P454,P126,8.75648882425263
P476,P112,10.740169680904417
P16,P492,6.939199616803889
P254,P540,7.273329954323863
P394,P440,7.033428148779509
P211,P507,6.762220069390595
P447,P366,7.518029249173333
P228,P287,4.494450280595943
P180,P283,10.263845235860662
P296,P499,8.465718358171218
P247,P543,4.616067950695753
P328,P166,8.827732762854295
P245,P324,3.6781611206076645
P442,P117,7.988232326444355
P510,P495,9.621298511321031
P141,P166,7.525815575035177
P428,P147,6.696945129560445
P133,P322,8.904939158294226
P503,P293,8.571495368176956
P287,P35,7.7944062428955645
P296,P526,5.735438443074854
P192,P135,7.880771145068761
P300,P344,7.550450643000797
P211,P618,3.7009157552437166
P305,P289,8.692754076265578
P354,P22,6.107390908600227
P223,P605,8.290484597751862
P623,P36,5.038260139363507
P500,P337,5.991053102429458
P509,P151,3.3937553006938144
P511,P110,8.2327756792321
P52,P123,6.043680978384426
P353,P497,9.510080096977415
P322,P221,1.7591449401491595
P595,P127,7.439588400644622
P308,P368,10.243260688422186
P288,P63,2.4230140299165934
P337,P611,6.677717728662589
P339,P372,4.958442101262427
P317,P487,8.270091472783813
P321,P1,4.872361195596976
P298,P53,2.5074842541465134
P251,P52,7.828440241275969
P15,P193,7.080489187305506
P477,P475,9.585387915591141
P590,P588,5.28900953849018
P569,P137,7.180238563553884
P149,P317,5.50826439457251
P151,P406,6.16788407455034
P197,P490,4.04629025896333
P144,P412,5.442832080145039
P516,P213,8.92983244847579
P596,P497,3.3841102603077218
P321,P593,5.634637498498589
P234,P458,9.685041218530412
P515,P619,8.838719474163712
P336,P274,4.186554954654841
P333,P507,6.809333625501774
P367,P540,2.3436627642886316
P196,P86,2.602939041380967
P577,P313,6.184822585221481
P502,P4,3.158913934748107
P205,P603,7.447224160406523
P609,P126,9.914188076824527
P92,P272,10.347504324205273
P57,P438,3.482697874838283
P534,P455,6.308440264123629
P456,P117,4.382226987187399
P479,P91,5.647280876394802
P287,P582,6.749680309970744
P85,P197,9.687616488043039
P128,P37,6.436118258568446
P271,P177,2.0967559376378175
P514,P31,5.157366661484569
P23,P574,5.695293183578091
P87,P303,7.438794231374003
P103,P351,7.795010954370552
P364,P383,3.249789207798584
P551,P208,5.964068979150953
P2,P6,4.65734313224835
P221,P17,7.529204577888323
P293,P323,7.288452130652379
P471,P184,5.583249021667876
P34,P498,7.454231653425843
P417,P6,7.054986317916966
P502,P77,5.3026886310791985
P99,P311,3.153176525258043
P357,P94,9.35204404971276
P419,P23,9.903472319448545
P273,P2,1.1954532255773997
P205,P314,3.23287979642113
P205,P37,9.99489460416816
P7,P345,6.16227224419517
P328,P569,4.491422156235406
P286,P217,7.578796717961713
P437,P533,8.822274897130686
P49,P3,8.254842363145636
P403,P445,4.512232666337549
P202,P526,7.258828356938059
P34,P452,10.672985662246791
P123,P11,6.230179255542777
P194,P212,8.106121956822237
P496,P95,7.189072904191247
P448,P481,1.9513147173893304
P545,P327,5.56184482771802
P507,P422,5.160047923537123
P417,P297,9.441916212974007
P368,P610,4.041401876495034
P111,P506,4.272769288028714
P532,P208,6.878087193916561
P552,P122,0.952389049591642
P309,P151,4.107910180231084
P305,P87,7.359721547934804
P583,P368,7.760194425779991
P338,P353,7.775120276199368
P445,P37,5.0911769598529535
P1,P629,4.192318502286193
P468,P525,5.89776188554424
P357,P601,7.14282486737558
P466,P400,6.981832920230036
P40,P109,7.644194027579906
P526,P323,9.984913277358359
P21,P23,4.456545285998973
P161,P474,10.130695854347298
P34,P429,6.285020895191895
P322,P392,5.421159573422899
P83,P486,4.221093631934752
P539,P38,4.399316304762833
P480,P554,4.9110853349270025
P553,P26,8.863184898160382
P489,P202,8.135548334337562
P403,P390,9.818227685516291
P132,P532,9.598516350690256
P116,P373,2.6924633178275577
P286,P229,6.423052582933673
P512,P477,5.652499616424942
P449,P445,8.26016861884723
P316,P58,5.507293149636925
P510,P541,5.833070705489608
P515,P147,7.566096998907144
P154,P75,6.313375636323744
P335,P88,8.916666589753907
P453,P442,5.881888528517809
P288,P594,8.266677515655
P344,P430,4.844191944747474
P134,P363,2.5102268318968397
P92,P557,9.016818989866323
P446,P110,5.202802162452124
P426,P266,7.2348158979890105
P442,P220,5.04436012627463
P59,P71,6.602971786532441
P440,P471,7.932553940689566
P310,P450,6.131959195394645
P531,P149,5.038096829721369
P185,P421,5.729244438560496
P334,P559,6.16015365890647
P100,P633,7.829498965324197
P228,P325,8.073021883313793
P523,P448,7.111615592491005
P258,P308,8.065696283848984
P167,P347,6.930668505462825
P324,P98,9.101834602701333
P202,P528,7.806332381457482
P551,P287,8.593420048991915
P198,P31,7.396566639826283
P565,P367,8.5307552056475
P320,P360,7.4345753728442
P32,P136,6.31545370757094
P425,P104,3.6862643949588354
P65,P234,3.9608527953983304
P317,P181,2.7534680563748215
P315,P42,7.5795285979041065
P595,P504,1.5266354992936357
P169,P135,5.6708160670703345
P33,P629,9.033559035134777
P179,P188,1.133816893904799
P301,P327,2.3618096314440877
P436,P145,3.1601872922978016
P387,P149,5.07532013011809
P271,P378,3.174324703588306
P92,P256,6.851029952634539
P100,P463,4.811445353136176
P603,P630,2.585062783888191
P442,P229,0.8150541539850293
P21,P261,9.281585938583468
P131,P214,4.422768509111678
P609,P32,7.140896558201992
P455,P279,9.880867299980274
P352,P473,6.668843532012488
P70,P536,6.921550255679543
P202,P104,8.032830027088938
P16,P372,5.3777959577780665
P166,P474,4.153403808038659
P182,P309,8.503932692823838
P380,P338,7.879981046150537
P56,P289,7.3703777240693125
P10,P229,4.600593755677528
P196,P388,7.907107013813016
P257,P524,5.66814982122809
P377,P21,0.7457294467884947
P5,P300,9.323084925243286
P538,P121,2.7806671900790603
P451,P55,1.8461531917133724
P301,P149,4.237071611058359
P266,P187,6.14740608398807
P332,P485,7.914457998794404
P279,P469,6.192508067607799
P286,P246,7.038474191628784
P34,P128,3.6254082400558687
P555,P502,1.319118451960908
P163,P404,6.534110846692946
P328,P16,3.7186681284629772
P19,P194,7.506215547868295
P152,P507,3.2725937588259795
P318,P300,9.104117376625092
P256,P589,7.078559229650905
P387,P437,7.700327104757136
P508,P338,6.5660089206015915
P305,P237,7.9621177348093335
P534,P127,5.2183501490934034
P560,P456,9.30682834990044
P396,P450,3.60106474965982
P371,P84,8.383748067924772
P117,P296,7.137540545866984
P363,P334,6.478308202820925
P489,P219,7.4548745700740175
P150,P575,4.828621442378647
P251,P44,8.09134479210028
P135,P22,3.7616492791221994
P22,P222,0.8425013212220773
P267,P240,9.159291034269776
P215,P51,7.7340756891582165
P319,P561,1.992869262140318
P483,P32,5.042325010261456
P360,P374,6.4820727001535134
P563,P93,5.986246368077872
P514,P257,7.867828630974787
P620,P462,4.434536191415026
P563,P495,2.2145735082649742
P59,P86,6.702007601055219
P554,P16,4.609396383977674
P216,P250,8.066667031008466
P244,P143,7.337080532876058
P10,P94,8.160858203105683
P352,P26,8.3370008357224
P404,P91,6.888805313261798
P443,P367,5.785798573029979
P151,P182,4.7641427016148095
P112,P404,5.984189837274843
P161,P426,7.320584705012019
P576,P384,1.9177604333617146
P277,P83,3.648320526247119
P302,P406,9.785583428960981
P155,P250,2.8877566932609033
P537,P586,3.1723673888883983
P96,P621,2.1374856016393893
P163,P8,2.6774286873809494
P217,P437,2.475127745608106
P193,P286,9.051979345727007
P48,P455,3.383186497055348
P460,P155,3.5478439928812424
P349,P633,5.741548192939517
P330,P47,4.049905424213012
P603,P127,8.288904302307161
P497,P374,5.414156458380406
P454,P86,5.043792017361937
P390,P173,3.0503533184686886
P303,P525,9.213673243566936
P127,P159,10.629613750014112
P322,P577,6.7868342762471885
P346,P420,4.3656184007367855
P179,P142,3.1846481311475876
P492,P281,8.673015051427473
P342,P62,4.165183770122776
P70,P506,2.937154672120944
P551,P200,5.834461809347943
P434,P521,4.56182858410243
P284,P596,7.314640360783242
P323,P26,5.641209417161721
P352,P465,2.196393487348356
P311,P585,2.512608634460318
P170,P142,8.97891800663611
P557,P120,7.421760923527716
P398,P564,5.8688666392451045
P92,P616,6.192159209399396
P464,P511,6.0506482722944055
P584,P58,5.89354468094122
P161,P279,5.101831728727218
P232,P506,6.106947176207801
P182,P522,8.676113008053255
P330,P412,8.700754642544256
P103,P303,8.442302687040591
P43,P37,8.871029831335719
P160,P592,5.497844684564611
P632,P222,0.37314473891275823
P409,P67,8.96715995699101
P546,P343,9.63471141473653
P17,P78,5.499352664105546
P550,P260,3.1392797114407722
P256,P94,2.4054670056686764
P616,P49,2.805942207917204
P61,P520,1.9098056804539079
P146,P314,9.693575885466792
P140,P83,8.94195781469787
P591,P381,7.362270638836833
P282,P203,9.924958695301452
P561,P80,8.001671863594568
P158,P304,3.8111776163700437
P539,P502,7.536579582204594
P490,P126,9.5774791848187
P554,P323,6.251908198660941
P38,P459,4.210662426707359
P75,P586,9.709142227970903
P600,P452,6.246368434075806
P573,P379,6.347588098840815
P505,P476,2.9071030219112624
P524,P300,6.455157045922047
P90,P565,6.95714219713985
P388,P153,6.364520785730715
P231,P280,7.050605028464781
P204,P138,9.907821623074863
P239,P144,6.58471641985014
P596,P523,8.287486649008205
P452,P251,6.687596545911644
P317,P201,9.92059296994698
P463,P144,9.150901540610082
P515,P265,8.182628225889726
P130,P616,2.2397679902423384
P194,P401,6.093126381728483
P171,P611,8.440880427785277
P367,P14,6.585928151957634
P389,P310,4.485973062678621
P627,P497,7.41506826470131
P3,P477,4.856963455557503
P455,P377,10.00442816574736
P111,P344,8.837535891775707
P240,P472,4.943261482791139
P461,P47,4.910230662899741
P42,P71,0.7809827310036781
P123,P66,7.663622201245849
P24,P424,1.35289330317389
P112,P47,5.226489373732158
P396,P477,8.188189283960174
P184,P143,11.263625409996525
P303,P189,6.804225879329233
P168,P216,8.441112088493886
P101,P456,5.995539966445998
P462,P395,7.190250889713416
P507,P71,8.85028023641202
P188,P219,4.1499084112336035
P595,P197,9.583178192230996
P46,P199,2.058005482785346
P589,P365,4.453135029917677
P469,P76,1.2917222992515025
P351,P111,6.085266784560806
P344,P411,2.1520401138779914
P625,P191,8.131004746229781
P87,P175,6.705301648878639
P167,P218,6.454884325857263
P516,P610,7.50103883143335
P227,P380,3.022918699778937
P264,P188,4.896689100735862
P247,P226,5.951504366167753
P496,P28,8.638774494928635
P601,P230,10.369743049902342
P456,P541,5.983085767514965
P294,P510,3.068875168491148
P634,P55,1.4098924439652767
P607,P29,4.13329615073301
P378,P201,10.323276445847727
P89,P164,6.901138911151137
P344,P457,2.587042522190847
P462,P50,9.678698289002556
P144,P103,10.522151127378397
P455,P381,0.8523555712588627
P125,P210,4.316430352731817
P406,P503,3.6633212723710193
P583,P497,5.836467999773031
P25,P380,4.719597618839659
P250,P112,6.25679081833337
P205,P129,7.678176564045747
P343,P377,4.342612625168534
P97,P283,6.4780923563672355
P343,P179,8.778899999661661
P488,P389,2.6248585738727397
P33,P566,10.370515014264884
P617,P307,6.912562483105897
P104,P582,6.349648871096943
P330,P367,7.685145778851206
P53,P42,8.567274484770305
P281,P416,5.1541583018263175
P464,P359,5.661789234748653
P521,P619,5.107629118949925
P236,P19,3.909953664181503
P606,P634,4.650450972870815
P470,P68,6.306844685583241
P284,P31,4.975072765914047
P376,P105,9.224729360620236
P176,P14,4.720688486024495
P219,P3,8.228662634319443
P195,P529,10.836421505501345
P326,P214,9.301082715431056
P74,P505,5.89308167594228
P182,P149,5.439014641996448
P514,P121,6.942220036287962
P343,P495,8.387100506498445
P138,P491,5.6157531904267195
P288,P336,5.871157130959011
P625,P526,6.309357682823804
P614,P616,8.34311615137453
P455,P150,6.642631126239618
P99,P255,10.397065456838533
P394,P166,2.9462115993284907
P107,P387,5.8117702347192495
P248,P589,3.847767596494529
P141,P539,10.115199727536497
P202,P408,10.48556553363718
P572,P10,3.843021956991324
P604,P74,6.974310930488711
P559,P142,6.767803067243481
P424,P354,8.332715058888734
P598,P118,2.541299904450477
P92,P60,7.036649056399415
P291,P598,2.3040769617170627
P594,P506,9.744947409368418
P413,P527,4.457238402884765
P387,P231,6.184180081176873
P497,P123,7.304253555893893
P557,P528,9.004809270161914
P253,P268,4.274526883186717
P232,P117,5.602054561087919
P517,P597,2.1513400313508346
P503,P559,7.111470966616571
P463,P419,6.594336440544222
P499,P442,7.2626546878745115
P441,P493,3.2486991265138268
P550,P545,3.5760911744504473
P102,P17,5.175080825970639
P320,P461,5.642854784244566
P366,P508,4.8912677885567355
P99,P507,1.884860647360566
P266,P218,2.828521731952473
P537,P175,3.1372266902409787
P540,P500,4.108465428204281
P273,P341,8.591259565721236
P619,P246,7.437861373645439
P624,P625,6.863058395370603
P216,P272,4.849105871621542
P312,P609,9.221329244764105
P350,P163,5.754815055182597
P368,P119,10.820758249135245
P540,P544,6.384286402793998
P109,P494,6.3446192316085925
P217,P152,0.7892091525629836
P71,P396,5.494032387439372
P354,P76,6.292651320860893
P408,P581,0.9071084749228302
P489,P386,6.121706368578352
P285,P116,8.610018792641034
P160,P278,7.5657518897104215
P522,P233,3.1193957852271756
P315,P543,5.247985519535302
P61,P342,6.663224991448371
P406,P321,5.277480576339285
P167,P598,6.581351173706283
P281,P254,5.372039041436259
P130,P60,4.36663291657323
P523,P183,4.961349673135311
P224,P375,7.221567469347812
P406,P325,3.652970274157021
P97,P417,6.200573540964436
P178,P399,4.3703240765805855
P248,P614,7.948543840957072
P323,P408,6.285645296409339
P209,P293,5.8958293075486585
P415,P275,2.494951656394397
P433,P517,6.405166036733003
P10,P419,6.611211868567667
P356,P3,10.666834356661452
P94,P460,5.748775031420937
P625,P574,7.932316404395529
P94,P209,9.136517002994967
P4,P117,5.697442427632985
P554,P437,0.6977808135098411
P395,P454,5.631993416848647
P456,P454,6.370366396067267
P369,P96,2.910007326641421
P109,P175,5.002606743812181
P54,P511,8.809188727611193
P447,P149,1.0385589784537106
P583,P306,8.24483893775231
P616,P22,4.016754002998243
P553,P226,6.025454098232934
P631,P525,2.4024504595695766
P414,P567,10.214949533144349
P26,P23,0.4201404532593359
P438,P551,6.8250988991894905
P378,P485,7.935178641721056
P614,P122,5.876337383215101
P22,P162,8.635471741356758
P577,P473,3.8175505047943172
P437,P136,6.041569644266572
P100,P581,6.660294446254426
P357,P492,7.105627369446915
P577,P129,7.193950747753001
P8,P37,3.9649593453857777
P392,P253,2.3304270769339395
P585,P425,6.832570692943741
P401,P152,9.655220612245278
P403,P317,7.82853235876489
P174,P296,4.346810565612975
P137,P352,6.995409802744322
P351,P578,4.917728109668977
P294,P508,3.768875490134328
P517,P439,7.870426857160818
P124,P536,5.738043469351824
P180,P336,3.0940223164240663
P146,P98,2.4617441811125786
P7,P510,3.7356928698047245
P401,P80,5.8290307027884065
P17,P111,7.3003136210052855
P403,P288,5.149282517170097
P427,P99,1.223819669867874
P265,P412,5.3887756797057165
P58,P438,5.880865099123009
P628,P603,6.732590970109282
P207,P195,7.975160166330029
P313,P402,3.5204737678934697
P399,P489,10.75041484123254
P171,P292,9.671484459131714
P237,P525,0.870713663003144
P99,P418,3.900059931182364
P360,P522,6.323062939525298
P261,P57,6.22285423008994
P19,P102,3.9446596670850482
P29,P565,5.9905372727523165
P542,P595,5.768996105472543
P56,P433,8.916618916998813
P504,P574,5.087739812719469
P416,P35,5.661777261375121
P44,P495,4.069541338524417
P618,P200,4.2787404971453125
P559,P16,9.67796889458283
P169,P111,2.211046597674789
P623,P112,7.630738408169967
P239,P610,7.824069398317123
P283,P42,9.165532449195322
P243,P365,7.446622503359746
P179,P281,6.679818103930658
P569,P214,6.099581318106474
P560,P233,6.176904517002716
P236,P21,2.781101261993751
P3,P452,7.90830805155686
P435,P127,7.475457480156092
P432,P138,2.0982909123480127
P470,P614,9.32251204865662
P449,P561,5.758920013190159
P217,P493,4.048362553051792
P29,P594,8.738505279361958
P464,P182,8.886715024503234
P197,P39,6.1313280352105695
P229,P36,5.368099434522203
P433,P583,4.015247469747064
P367,P222,4.404463838454662
P194,P196,3.9692263238796737
P301,P93,7.312556716031076
P446,P46,5.812233209829989
P349,P140,6.109660442967766
P28,P212,5.464899701499712
P41,P132,2.110876971826438
P503,P576,6.684972282105675
P506,P331,5.320882795135742
P120,P550,8.487591707098947
P612,P457,2.1858051526964846
P445,P5,3.75801406317639
P497,P78,7.339631018994575
P577,P618,8.279954089317933
P494,P621,3.7836770908065516
P501,P397,4.653843167961409
P178,P490,8.610751417156354
P578,P492,6.358097791449087
P175,P349,6.343052509453887
P261,P147,7.594067759060654
P156,P375,6.568383467610761
P283,P610,5.385493895701094
P524,P605,1.7247999352678656
P331,P103,9.573168100211706
P348,P169,3.685951590578508
P502,P421,6.888655929981006
P101,P111,7.90598333999194
P188,P492,1.2065120575713284
P379,P620,6.742841258547472
P113,P292,5.750260914294849
P633,P267,8.833163304296837
P27,P551,0.7061974148683056
P469,P158,10.044419956944584
P554,P428,10.103504306499582
P13,P368,5.728286075687442
P144,P410,5.515505619071401
P279,P316,9.09308621621167
P104,P302,7.675564117119598
P242,P467,7.50357216256818
P170,P477,7.166992898184506
P195,P88,5.549065215886227
P453,P88,3.4202292434103607
P256,P444,9.94727606120495
P339,P293,4.772320207549712
P110,P549,7.780423755366454
P529,P57,2.002169969420423
P122,P462,7.079000244274722
P559,P201,8.543110577331271
P601,P613,4.708860361936987
P518,P296,3.8474360327203017
P475,P18,4.5009618882455555
P401,P136,6.350421555884225
P473,P171,3.112822215612234
P448,P39,5.231396067173148
P66,P81,5.318094787683347
P357,P417,6.459283305397668
P172,P290,7.972237484789357
P275,P590,6.960352863516269
P393,P391,10.331327909261212
P175,P410,7.278398343079503
P55,P522,2.825491616929385
P614,P452,10.653927342822431
P80,P439,6.442904741852591
P582,P594,2.5387091459569224
P573,P463,9.636874578082832
P160,P578,10.265664662159317
P125,P40,6.891709121291615
P528,P78,5.02910528059441
P627,P595,8.169537009219809
P415,P599,9.39123407326889
P277,P405,6.604860630931916
P228,P460,2.290619193267527
P291,P275,7.877848786632538
P413,P524,5.195760669402834
P560,P556,5.751570413391543
P28,P13,9.970476987970569
P267,P429,5.1021221870225935
P633,P146,6.617835950492034
P283,P73,7.499447081800148
P236,P542,6.243157175171086
P183,P515,1.8284393153745895
P198,P424,3.43890114397924
P263,P219,5.845024430046036
P6,P263,1.67612742385368
P410,P286,7.789665999455006
P297,P515,1.7583154096092344
P350,P113,10.166659981078991
P264,P576,2.8826557129690533
P118,P611,6.781084501350251
P124,P467,9.44037990861591
P80,P166,4.980942941116673
P164,P354,8.901476653613877
P624,P430,6.508422497702401
P510,P536,6.857302919296834
P440,P507,8.851389623983474
P151,P507,6.271597516137789
P539,P138,10.160537082493024
P324,P6,7.845688538626076
P465,P527,4.02205212297484
P442,P501,5.164927738235473
P175,P487,8.027956274874152
P226,P130,3.3173445420105634
P427,P631,4.0552367188728144
P250,P549,3.432852240106404
P560,P49,9.468001857097592
P240,P142,2.924880051664503
P191,P235,7.839038180326963
P447,P160,3.326349715141257
P20,P100,9.076648523246247
P355,P231,6.858265431350655
P449,P319,6.3078717983241415
P85,P531,7.39967082772036
P130,P84,5.5531119272859355
P577,P495,4.4174125202885755
P93,P233,8.520531441405021
P286,P382,6.725306058444055
P594,P256,8.564720520369034
P584,P325,7.143645964072558
P37,P56,8.619538899924015
P26,P281,0.5388411038589225
P500,P385,5.5443753791587165
P130,P101,7.991218841719775
P430,P186,1.9247222080318314
P123,P156,6.973807204850254
P326,P130,4.555042347009573
P124,P128,6.932408842008173
P56,P11,6.184386709000872
P558,P55,1.1716762612178737
P307,P436,8.87070537688442
P433,P161,9.990460939978517
P294,P557,3.1474513448923163
P159,P509,1.4511137226829545
P599,P410,6.862165325781896
P61,P136,10.446516591485148
P105,P335,4.868697561859527
P181,P596,5.646032186064946
P272,P6,2.4628004252073605
P515,P283,8.101183839878434
P369,P334,2.6874546481830026
P595,P228,5.716539607211659
P369,P231,2.2776505933038065
P523,P224,7.220900221580087
P370,P254,3.288329900844992
P299,P227,1.89020384520433
P160,P122,3.639465867518211
P222,P586,7.8461025981064845
P221,P298,8.613171934153305
P57,P140,9.41969944490752
P544,P326,3.5893715212715342
P492,P22,4.491100303997199
P231,P201,2.0824381909927205
P71,P251,9.330973472339899
P166,P347,10.345402104718024
P509,P118,3.8319592928156365
P249,P347,8.746440928641023
P228,P283,0.7093398111166485
P326,P555,10.07084552581798
P84,P442,5.953016661594091
P498,P418,4.537525100137612
P21,P498,8.253487731454756
P124,P36,6.309548967801327
P623,P54,2.84797470437125
P167,P21,5.858759112342252
P120,P74,7.478284037403385
P484,P434,2.6765455442458155
P218,P396,8.87886771094897
P279,P329,7.090706613741132
P502,P374,3.599975174715154
P81,P519,5.0012503719510955
P249,P479,2.042517427635708
P32,P369,5.971515824230058
P189,P14,6.264361714968675
P105,P112,5.670439041441762
P136,P76,7.5174693246132245
P508,P47,5.215653323251499
P26,P214,2.5057215763687792
P497,P61,1.0802533569259787
P543,P628,4.122765613409006
P428,P195,2.0183352913213524
P505,P582,6.806771393979842
P16,P628,1.279758344772547
P352,P446,5.463809529099034
P88,P431,9.044034455821851
P122,P185,6.217863154017813
P297,P331,3.1795718969247524
P400,P22,4.724923373647579
P319,P390,1.4058705082282883
P158,P102,7.779970723741268
P288,P82,5.711774306385475
P595,P26,10.06141406049593
P409,P470,8.760782573691792
P427,P163,7.870977294492361
P239,P83,4.734086051666906
P296,P553,2.9467248287842973
P578,P403,7.095848341458167
P329,P6,9.480374950739478
P152,P1,7.7267866493211095
P77,P99,7.4418823499386475
P79,P465,6.576751398572302
P457,P174,1.88849050588818
P254,P300,7.023749937653083
P151,P311,7.358804375016904
P136,P1,4.307984233174004
P186,P444,5.058011686916406
P422,P571,7.001528919424578
P301,P437,4.3387938874337655
P590,P114,8.25051410277907
P624,P619,8.525014626130515
P488,P485,6.379378849821362
P173,P561,4.987856930378003
